Customer ID,Name,Email,Product,Ad,Amount ($)
1,Alice Johnson,alice@example.com,Gadget,No,28
1,Alice Johnson,alice@example.com,Doodad,No,16
1,Alice Johnson,alice@example.com,Widget,No,28
1,Alice Johnson,alice@example.com,Doodad,No,21
1,Alice Johnson,alice@example.com,Thingamajig,No,27
1,Alice Johnson,alice@example.com,Widget,No,21
1,Alice Johnson,alice@example.com,Gadget,No,20
1,Alice Johnson,alice@example.com,Widget,No,30
1,Alice Johnson,alice@example.com,Thingamajig,No,15
1,Alice Johnson,alice@example.com,Thingamajig,No,17
1,Alice Johnson,alice@example.com,Gadget,No,22
1,Alice Johnson,alice@example.com,Thingamajig,No,19
1,Alice Johnson,alice@example.com,Gadget,No,17
1,Alice Johnson,alice@example.com,Widget,No,31
1,Alice Johnson,alice@example.com,Widget,Yes,24
1,Alice Johnson,alice@example.com,Thingamajig,Yes,16
1,Alice Johnson,alice@example.com,Widget,Yes,11
1,Alice Johnson,alice@example.com,Widget,Yes,21
1,Alice Johnson,alice@example.com,Gadget,Yes,5
1,Alice Johnson,alice@example.com,Doodad,Yes,10
1,Alice Johnson,alice@example.com,Widget,Yes,21
1,Alice Johnson,alice@example.com,Doodad,Yes,14
1,Alice Johnson,alice@example.com,Gadget,Yes,9
1,Alice Johnson,alice@example.com,Gadget,Yes,15
1,Alice Johnson,alice@example.com,Gadget,Yes,6
1,Alice Johnson,alice@example.com,Doodad,Yes,9
1,Alice Johnson,alice@example.com,Thingamajig,Yes,21
1,Alice Johnson,alice@example.com,Doodad,Yes,8
1,Alice Johnson,alice@example.com,Thingamajig,Yes,8
1,Alice Johnson,alice@example.com,Doodad,Yes,17
1,Alice Johnson,alice@example.com,Widget,Yes,21
1,Alice Johnson,alice@example.com,Gadget,Yes,20
2,Bob Grant,bob@example.com,Gadget,No,16
2,Bob Grant,bob@example.com,Doodad,No,15
2,Bob Grant,bob@example.com,Doodad,No,31
2,Bob Grant,bob@example.com,Gadget,No,12
2,Bob Grant,bob@example.com,Gadget,No,18
2,Bob Grant,bob@example.com,Widget,No,21
2,Bob Grant,bob@example.com,Gadget,No,13
2,Bob Grant,bob@example.com,Widget,No,17
2,Bob Grant,bob@example.com,Thingamajig,No,26
2,Bob Grant,bob@example.com,Gadget,No,20
2,Bob Grant,bob@example.com,Gadget,No,17
2,Bob Grant,bob@example.com,Gadget,No,10
2,Bob Grant,bob@example.com,Gadget,No,28
2,Bob Grant,bob@example.com,Widget,No,23
2,Bob Grant,bob@example.com,Gadget,No,27
2,Bob Grant,bob@example.com,Thingamajig,No,13
2,Bob Grant,bob@example.com,Widget,No,30
2,Bob Grant,bob@example.com,Gadget,No,17
2,Bob Grant,bob@example.com,Widget,Yes,21
2,Bob Grant,bob@example.com,Widget,Yes,11
2,Bob Grant,bob@example.com,Gadget,Yes,19
2,Bob Grant,bob@example.com,Doodad,Yes,6
2,Bob Grant,bob@example.com,Widget,Yes,21
2,Bob Grant,bob@example.com,Thingamajig,Yes,14
2,Bob Grant,bob@example.com,Thingamajig,Yes,9
2,Bob Grant,bob@example.com,Gadget,Yes,15
2,Bob Grant,bob@example.com,Gadget,Yes,10
2,Bob Grant,bob@example.com,Widget,Yes,11
2,Bob Grant,bob@example.com,Doodad,Yes,18
2,Bob Grant,bob@example.com,Gadget,Yes,10
2,Bob Grant,bob@example.com,Gadget,Yes,18
2,Bob Grant,bob@example.com,Gadget,Yes,24
2,Bob Grant,bob@example.com,Widget,Yes,11
2,Bob Grant,bob@example.com,Doodad,Yes,5
3,Carl Burger,carl@example.com,Thingamajig,No,14
3,Carl Burger,carl@example.com,Gadget,No,14
3,Carl Burger,carl@example.com,Doodad,No,12
3,Carl Burger,carl@example.com,Widget,No,29
3,Carl Burger,carl@example.com,Thingamajig,No,10
3,Carl Burger,carl@example.com,Thingamajig,No,14
3,Carl Burger,carl@example.com,Gadget,No,14
3,Carl Burger,carl@example.com,Gadget,No,15
3,Carl Burger,carl@example.com,Gadget,No,17
3,Carl Burger,carl@example.com,Doodad,No,29
3,Carl Burger,carl@example.com,Gadget,No,25
3,Carl Burger,carl@example.com,Gadget,No,12
3,Carl Burger,carl@example.com,Thingamajig,No,16
3,Carl Burger,carl@example.com,Doodad,No,11
3,Carl Burger,carl@example.com,Doodad,Yes,23
3,Carl Burger,carl@example.com,Gadget,Yes,15
3,Carl Burger,carl@example.com,Thingamajig,Yes,20
3,Carl Burger,carl@example.com,Thingamajig,Yes,5
3,Carl Burger,carl@example.com,Gadget,Yes,19
3,Carl Burger,carl@example.com,Widget,Yes,23
3,Carl Burger,carl@example.com,Thingamajig,Yes,19
3,Carl Burger,carl@example.com,Gadget,Yes,6
3,Carl Burger,carl@example.com,Thingamajig,Yes,24
3,Carl Burger,carl@example.com,Gadget,Yes,12
3,Carl Burger,carl@example.com,Gadget,Yes,11
3,Carl Burger,carl@example.com,Doodad,Yes,22
3,Carl Burger,carl@example.com,Thingamajig,Yes,7
3,Carl Burger,carl@example.com,Thingamajig,Yes,7
3,Carl Burger,carl@example.com,Gadget,Yes,5
3,Carl Burger,carl@example.com,Gadget,Yes,16
3,Carl Burger,carl@example.com,Widget,Yes,12
3,Carl Burger,carl@example.com,Gadget,Yes,11
3,Carl Burger,carl@example.com,Widget,Yes,13
4,David Evans,david@example.com,Gadget,No,15
4,David Evans,david@example.com,Gadget,No,31
4,David Evans,david@example.com,Gadget,No,25
4,David Evans,david@example.com,Doodad,No,24
4,David Evans,david@example.com,Gadget,No,12
4,David Evans,david@example.com,Doodad,No,13
4,David Evans,david@example.com,Doodad,No,28
4,David Evans,david@example.com,Doodad,No,13
4,David Evans,david@example.com,Gadget,No,24
4,David Evans,david@example.com,Gadget,No,23
4,David Evans,david@example.com,Gadget,No,27
4,David Evans,david@example.com,Widget,No,18
4,David Evans,david@example.com,Thingamajig,No,29
4,David Evans,david@example.com,Doodad,No,20
4,David Evans,david@example.com,Doodad,No,19
4,David Evans,david@example.com,Widget,No,13
4,David Evans,david@example.com,Widget,No,20
4,David Evans,david@example.com,Gadget,No,27
4,David Evans,david@example.com,Doodad,No,10
4,David Evans,david@example.com,Thingamajig,No,22
4,David Evans,david@example.com,Widget,No,16
4,David Evans,david@example.com,Doodad,Yes,7
4,David Evans,david@example.com,Gadget,Yes,8
4,David Evans,david@example.com,Gadget,Yes,12
4,David Evans,david@example.com,Gadget,Yes,24
4,David Evans,david@example.com,Gadget,Yes,20
4,David Evans,david@example.com,Doodad,Yes,5
4,David Evans,david@example.com,Widget,Yes,24
4,David Evans,david@example.com,Gadget,Yes,9
4,David Evans,david@example.com,Doodad,Yes,10
4,David Evans,david@example.com,Gadget,Yes,11
4,David Evans,david@example.com,Gadget,Yes,11
4,David Evans,david@example.com,Gadget,Yes,22
5,Chuck Brown,chuck@example.com,Widget,No,16
5,Chuck Brown,chuck@example.com,Doodad,No,14
